# 
# This file is written by the ANSYS DesignXplorer add-in and contains the parameter values of the Design Points successfully updated by ANSYS Workbench.
# Project name: s2
# Creation date: 03/05/2015 3:31:04 AM
# 
# 03/05/2015 3:31:04 AM
# The parameters defined in the project are:
# P1 - H10, P2 - H11_MINUS_H10, P3 - H1_MINUS_H_11, P4 - V6, P5 - V3, P6 - V7, P7 - HALF_HEIGHT, P8 - D2
# 
# The following header line defines the name of the columns by reference to the parameters.
Name, P1, P2, P3, P4, P5, P6, P7, P8
DP 0, 5, 7, 30, 5, 2, 6, 5, 6
# 
# A non parametric change occured and invalidated design point results.
# 03/05/2015 5:17:55 AM
# 
# 
# 03/05/2015 6:02:36 AM
# Parameters have been added and/or removed. The parameters now defined in the project are:
# P1 - H10, P2 - H11_MINUS_H10, P3 - H1_MINUS_H_11, P4 - V6, P5 - V3, P7 - HALF_HEIGHT, P8 - D2, P9 - Safety Factor Minimum, P10 - Solid Mass [kg]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name, P1, P2, P3, P4, P5, P7, P8, P9, P10
DP 17, 0.43100000000000005, 6.345, 33.585555555555558, 5.15, 3.6804489795918367, 5.5847623966942148, 6, 1.6550438050117342, 28.452376656375232, 9.5616176470588243, 3.2416863905325446
DP 18, 0.44500000000000006, 8.3449999999999989, 35.585555555555558, 5.55, 3.9090204081632653, 5.6983987603305781, 6, 0.21814601791427132, 32.706268746365147, 6.2796107266435985, 3.3186094674556212
DP 19, 0.459, 7.345, 30.474444444444444, 5.95, 4.1375918367346936, 5.8120351239669423, 6, 0.37198354566101538, 30.278549371240473, 6.4854930795847752, 3.3955325443786983
DP 20, 0.47300000000000003, 9.3449999999999989, 32.474444444444444, 6.35, 4.3661632653061222, 5.9256714876033056, 6, 0.53848437105600611, 36.944406559541179, 6.6913754325259518, 3.472455621301775
DP 21, 0.48700000000000004, 6.845, 34.474444444444444, 4.83, 4.5947346938775508, 6.03930785123967, 6, 0.7637224818577818, 36.445371742030474, 6.8972577854671275, 3.5493786982248521
DP 22, 0.50100000000000011, 8.8449999999999989, 31.141111111111112, 5.23, 3.2559591836734691, 6.1529442148760332, 6, 0.77808608436538917, 28.860847954577149, 7.1031401384083042, 3.6263017751479292
DP 23, 0.51500000000000012, 7.845, 33.141111111111108, 5.63, 3.4845306122448978, 5.0269111570247933, 6, 1.0198914368091383, 24.572663597092003, 7.3090224913494808, 3.7032248520710058
DP 24, 0.52900000000000014, 9.8449999999999989, 35.141111111111108, 6.03, 3.7131020408163264, 5.1405475206611566, 6, 1.2229915875157562, 30.087045225521209, 7.5149048442906574, 3.7801479289940829
DP 25, 0.543, 6.595, 31.807777777777776, 6.43, 3.9416734693877551, 5.2541838842975208, 6, 1.2935996138124262, 26.805592155138527, 7.720787197231834, 3.85707100591716
DP 26, 0.557, 8.5949999999999989, 33.80777777777778, 4.526, 4.1702448979591837, 5.3678202479338841, 6, 1.5800216094981097, 30.94145259700014, 7.9266695501730107, 3.9339940828402367
DP 27, 0.57100000000000006, 7.595, 35.80777777777778, 4.926, 4.3988163265306124, 5.4814566115702483, 6, 1.7286876109469804, 34.223181849389405, 8.1325519031141873, 3.0168343195266272
DP 28, 0.58500000000000008, 9.5949999999999989, 30.104074074074074, 5.3260000000000005, 4.62738775510204, 5.5950929752066116, 6, 1.5131372559724592, 34.585206895775379, 8.338434256055363, 3.0937573964497043
DP 29, 0.59900000000000009, 7.095, 32.104074074074077, 5.726, 3.2886122448979589, 5.708729338842975, 6, 1.3939562854986951, 26.666862709793293, 8.54431660899654, 3.1706804733727809
DP 30, 0.613, 9.0949999999999989, 34.104074074074077, 6.126, 3.5171836734693875, 5.8223657024793392, 6, 1.6329663674233998, 32.699315378850358, 8.7501989619377163, 3.247603550295858
DP 31, 0.627, 8.0949999999999989, 30.770740740740742, 4.606, 3.7457551020408162, 5.9360020661157025, 6, 1.6217896135053924, 30.087127891592054, 8.9560813148788938, 3.3245266272189351
DP 33, 0.655, 6.2825, 34.770740740740742, 5.4060000000000006, 4.202897959183673, 6.16327479338843, 6, 1.8269665420935328, 35.960988797901628, 9.3678460207612453, 3.4783727810650888
DP 34, 0.669, 8.2824999999999989, 31.437407407407406, 5.806, 4.4314693877551017, 5.03724173553719, 6, 1.7940329857316697, 30.2555093098457, 9.5737283737024228, 3.5552958579881659
DP 35, 0.683, 7.2825, 33.437407407407406, 6.206, 4.66004081632653, 5.1508780991735534, 6, 0.22178727498284548, 31.367201109652108, 6.291721453287197, 3.6322189349112426
DP 36, 0.69700000000000006, 9.2824999999999989, 35.437407407407406, 4.686, 3.3212653061224491, 5.2645144628099176, 6, 0.30248692828557472, 26.726789958869819, 6.4976038062283736, 3.7091420118343192
DP 37, 0.71100000000000008, 6.7825, 30.326296296296295, 5.086, 3.5498367346938773, 5.378150826446281, 6, 0.47754012731827028, 23.628758448452583, 6.70348615916955, 3.7860650887573963
DP 38, 0.72500000000000009, 8.7824999999999989, 32.3262962962963, 5.486, 3.7784081632653059, 5.4917871900826452, 6, 0.71330609415653767, 29.23328127385119, 6.9093685121107269, 3.8629881656804734
DP 39, 0.7390000000000001, 7.7825, 34.3262962962963, 5.886, 4.0069795918367346, 5.6054235537190085, 6, 1.0085556912468856, 31.918736905589171, 7.1152508650519035, 3.93991124260355
DP 40, 0.75300000000000011, 9.7824999999999989, 30.992962962962963, 6.2860000000000005, 4.2355510204081632, 5.7190599173553718, 6, 1.0080591105042784, 34.673833490052516, 7.3211332179930793, 3.022751479289941
DP 41, 0.76700000000000013, 6.5325, 32.992962962962963, 4.766, 4.4641224489795919, 5.8326962809917351, 6, 1.3115531277674206, 33.157094713344726, 7.5270155709342559, 3.0996745562130177
DP 42, 0.78100000000000014, 8.5324999999999989, 34.992962962962963, 5.166, 4.6926938775510205, 5.9463326446280993, 6, 1.6633683387281661, 39.946488872037392, 7.7328979238754325, 3.1765976331360948
DP 43, 0.79500000000000015, 7.5325, 31.659629629629631, 5.566, 3.3539183673469388, 6.0599690082644626, 6, 1.3015819724803277, 28.762051415735257, 7.9387802768166091, 3.2535207100591714
DP 45, 0.82300000000000018, 7.0325, 35.659629629629627, 6.366, 3.8110612244897961, 5.047572314049587, 6, 1.4711965550287494, 28.395616348014602, 8.3505449826989615, 3.4073668639053256
DP 46, 0.83700000000000019, 9.0324999999999989, 30.54851851851852, 4.846, 4.0396326530612239, 5.16120867768595, 6, 1.3740028553468449, 28.050807897371353, 8.556427335640139, 3.4842899408284023
DP 47, 0.8510000000000002, 8.0324999999999989, 32.54851851851852, 5.246, 4.2682040816326534, 5.2748450413223145, 6, 1.7653978329688114, 30.719743303915703, 8.7623096885813148, 3.5612130177514794
DP 49, 0.879, 6.4075, 31.215185185185184, 6.046, 4.7253469387755107, 5.5021177685950411, 6, 1.5885335161444596, 32.540056928459961, 9.174074394463668, 3.7150591715976331
DP 50, 0.893, 8.4074999999999989, 33.215185185185184, 6.446, 3.1626647230320697, 5.6157541322314053, 6, 1.6191974721483442, 28.532627915709533, 9.3799567474048438, 3.79198224852071
DP 51, 0.907, 7.4075, 35.215185185185184, 4.542, 3.3912361516034983, 5.7293904958677686, 6, 1.8426183033936019, 29.065512145032795, 9.5858391003460213, 3.8689053254437873
DP 52, 0.921, 9.4074999999999989, 31.881851851851852, 4.942, 3.619807580174927, 5.8430268595041319, 6, 0.18168084676574658, 30.224721286398211, 6.3038321799307955, 3.9458284023668639
DP 53, 0.935, 6.9075, 33.881851851851849, 5.3420000000000005, 3.8483790087463556, 5.9566632231404961, 6, 0.39532178172987759, 31.328282379073784, 6.5097145328719721, 3.0286686390532545
DP 54, 0.94900000000000007, 8.9074999999999989, 35.881851851851849, 5.742, 4.0769504373177838, 6.0702995867768594, 6, 0.5488561459292185, 38.04072692132705, 6.7155968858131487, 3.1055917159763315
DP 55, 0.96300000000000008, 7.9075, 30.178148148148146, 6.142, 4.3055218658892125, 6.1839359504132236, 6, 0.70246726684993643, 34.85401860656868, 6.9214792387543254, 3.1825147928994082
DP 56, 0.97700000000000009, 9.9074999999999989, 32.178148148148146, 4.622, 4.5340932944606411, 5.0579028925619838, 6, 0.92254772542606134, 31.152063028979203, 7.127361591695502, 3.2594378698224853
DP 57, 0.9910000000000001, 6.6575, 34.178148148148146, 5.022, 3.19531778425656, 5.1715392561983471, 6, 0.94342702927591338, 23.180802318393312, 7.3332439446366777, 3.3363609467455619
DP 58, 1.0050000000000001, 8.6574999999999989, 30.844814814814814, 5.4220000000000006, 3.4238892128279881, 5.28517561983471, 6, 0.99413757841779538, 25.535881041463796, 7.5391262975778544, 3.413284023668639
DP 59, 1.0190000000000001, 7.6575, 32.844814814814818, 5.822, 3.6524606413994167, 5.3988119834710746, 6, 1.2686322842319271, 27.978075543641189, 7.745008650519031, 3.4902071005917161
DP 60, 1.0330000000000001, 9.6574999999999989, 34.844814814814811, 6.222, 3.8810320699708454, 5.5124483471074379, 6, 1.5515432354008514, 34.055988305378115, 7.9508910034602076, 3.5671301775147928
DP 61, 1.0470000000000002, 7.1575, 31.511481481481482, 4.702, 4.109603498542274, 5.6260847107438021, 6, 1.522038485621654, 29.67000131800954, 8.1567733564013842, 3.64405325443787
DP 64, 1.0890000000000002, 10.157499999999999, 30.400370370370371, 5.902, 3.2279708454810496, 5.9669938016528921, 6, 1.32472758768089, 30.598484138915993, 8.7744204152249132, 3.8748224852071007
DP 65, 1.1030000000000002, 6.25125, 32.400370370370368, 6.3020000000000005, 3.4565422740524783, 6.0806301652892563, 6, 1.7016251228278079, 29.502732543147943, 8.98030276816609, 3.9517455621301778
DP 66, 1.1170000000000002, 8.2512499999999989, 34.400370370370368, 4.782, 3.6851137026239065, 6.1942665289256205, 6, 1.8771581169025973, 34.7472056119588, 9.1861851211072665, 3.0345857988165679
DP 67, 1.1310000000000002, 7.25125, 31.067037037037036, 5.182, 3.9136851311953351, 5.0682334710743806, 6, 1.6145969617658713, 26.592399809639616, 9.3920674740484422, 3.111508875739645
DP 68, 1.1450000000000002, 9.2512499999999989, 33.067037037037039, 5.582, 4.1422565597667642, 5.1818698347107439, 6, 1.9524751073729976, 32.261767882568186, 9.59794982698962, 3.1884319526627221
DP 69, 1.1590000000000003, 6.75125, 35.067037037037039, 5.982, 4.370827988338192, 5.2955061983471072, 6, 0.26500384582861569, 31.579594437648723, 6.3159429065743948, 3.2653550295857987
DP 70, 1.173, 8.7512499999999989, 31.733703703703704, 6.382, 4.5993994169096215, 5.4091425619834714, 6, 0.42163097972012226, 33.933363911328705, 6.5218252595155706, 3.3422781065088758
DP 71, 1.187, 7.75125, 33.7337037037037, 4.862, 3.2606239067055394, 5.5227789256198347, 6, 0.47404706027288968, 25.929589497884567, 6.7277076124567472, 3.4192011834319525
DP 72, 1.201, 9.7512499999999989, 35.7337037037037, 5.2620000000000005, 3.489195335276968, 5.6364152892561989, 6, 0.680474078244235, 31.759094468720939, 6.9335899653979238, 3.4961242603550295
DP 73, 1.215, 6.50125, 30.622592592592593, 5.662, 3.7177667638483962, 5.7500516528925623, 6, 0.84327828781207415, 27.314007298710251, 7.1394723183391005, 3.5730473372781066
DP 74, 1.229, 8.5012499999999989, 32.622592592592589, 6.062, 3.9463381924198249, 5.8636880165289256, 6, 1.165355532395423, 33.571140889114055, 7.3453546712802771, 3.6499704142011833
DP 75, 1.243, 7.50125, 34.622592592592596, 6.462, 4.1749096209912535, 5.9773243801652889, 6, 1.5171680690603688, 36.45706908650881, 7.5512370242214537, 3.7268934911242604
DP 77, 1.2710000000000001, 7.00125, 33.289259259259261, 4.958, 4.6320524781341108, 6.2045971074380164, 6, 2.0076353116127987, 37.954876706235353, 7.9630017301038061, 3.8807396449704141
